,Location,Total sqft,price,area_type,availability,bhk,type,housing_type
1060,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1061,Andheri West,651,20.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1062,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1063,Andheri West,651,20.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1064,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1065,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1066,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1067,Santacruz East,1150,261.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1068,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1069,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1070,Ambernath East,593,24.57,Super built-up  Area,Ready To Move,1,BHK,Apartment
1071,Ambernath West,665,27.85,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1072,Vishnu Nagar,1055,60.13,Super built-up  Area,Ready To Move,2,BHK,Apartment
1073,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1074,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1075,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1076,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1077,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1078,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1079,Badlapur East,1150,62.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1080,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1081,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1082,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1083,Ulwe,670,49.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
1084,Andheri West,651,20.0,Plot  Area,Ready To Move,1,BHK,Apartment
1085,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1086,Andheri West,651,20.0,Built-up  Area,Not Ready Yet,1,BHK,Apartment
1087,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1088,Andheri West,650,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1089,Dadar East,1600,590.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1090,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1091,Andheri West,650,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1092,Dombivali,800,37.5,Built-up  Area,Ready To Move,2,BHK,Apartment
1093,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1094,Andheri West,1601,20.0,Built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1095,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1096,Airoli,700,14.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1097,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1098,Badlapur West,640,22.5,Plot  Area,Ready To Move,1,BHK,Apartment
1099,Dombivli (West),545,30.5,Built-up  Area,Ready To Move,1,BHK,Apartment
1100,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1101,Andheri West,675,47.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1102,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1103,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1104,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1105,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1106,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1107,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1108,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1109,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1110,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1111,Neral,450,13.9,Super built-up  Area,Ready To Move,1,BHK,Apartment
1112,Neral,450,13.9,Super built-up  Area,Ready To Move,1,BHK,Apartment
1113,Neral,450,13.9,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1114,Neral,450,13.9,Super built-up  Area,Ready To Move,1,BHK,Apartment
1115,Andheri West,651,20.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1116,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1117,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1118,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1119,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1120,Andheri West,2016,770.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
1121,Sanpada,1500,300.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1122,Andheri East,950,180.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1123,Ghatkopar East,580,130.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1124,Saphale,580,17.7,Super built-up  Area,Ready To Move,1,BHK,Apartment
1125,Ulwe,635,28.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1126,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1127,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1128,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1129,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1130,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1131,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1132,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1133,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1134,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1135,Neral,450,13.9,Super built-up  Area,Ready To Move,1,BHK,Apartment
1136,Neral,450,13.9,Super built-up  Area,Ready To Move,1,BHK,Apartment
1137,Neral,450,13.9,Super built-up  Area,Ready To Move,1,BHK,Apartment
1138,Neral,450,13.9,Super built-up  Area,Ready To Move,1,BHK,Apartment
1139,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1140,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1141,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1142,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1143,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1144,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1145,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1146,Koper Khairane,653,150.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1147,Koper Khairane,653,150.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1148,Koper Khairane,653,150.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1149,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1150,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1151,Powai,850,165.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1152,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1153,Andheri West,675,47.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1154,Andheri West,651,20.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1155,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1156,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1157,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1158,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1159,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1160,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1161,Santacruz East,1150,261.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1162,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1163,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1164,Ambernath East,593,24.57,Super built-up  Area,Ready To Move,1,BHK,Apartment
1165,Ambernath West,665,27.85,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1166,Vishnu Nagar,1055,60.13,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1167,Andheri West,1601,20.0,Plot  Area,Ready To Move,5,BHK,IndependentFloor
1168,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1169,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1170,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1171,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1172,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1173,Badlapur East,1150,62.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1174,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1175,Andheri West,651,20.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1176,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1177,Santacruz West,560,160.0,Built-up  Area,Ready To Move,1,RK,StudioApartment
1178,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1179,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1180,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1181,Andheri West,651,20.0,Carpet  Area,Ready To Move,1,BHK,Apartment
1182,Borivali West,1080,250.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1183,Taloja,750,36.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1184,Andheri West,1600,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1185,Virar,1100,75.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1186,Kharghar,610,25.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1187,Andheri West,650,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1188,Belapur,720,90.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1189,Byculla,1400,500.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1190,Juhu,2400,1900.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
1191,Kalyan West,1368,110.00000000000001,Super built-up  Area,Ready To Move,3,BHK,Apartment
1192,Andheri West,540,128.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1193,Andheri West,650,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1194,Dadar East,1600,590.0,Plot  Area,Ready To Move,3,BHK,Apartment
1195,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1196,Andheri West,650,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1197,Dombivali,800,37.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
1198,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1199,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1200,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1201,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1202,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1203,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1204,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1205,Andheri West,651,20.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1206,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1207,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1208,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1209,Andheri West,650,20.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1210,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1211,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1212,Andheri West,651,20.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1213,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1214,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1215,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1216,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1217,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1218,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1219,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1220,Andheri East,421,92.0,Super built-up  Area,Ready To Move,2,RK,StudioApartment
1221,New Balaji Nagar,775,27.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1222,Kandivali East,1111,111.00000000000001,Super built-up  Area,Ready To Move,1,BHK,Apartment
1223,Dombivali,675,48.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
1224,Taloja,600,23.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1225,Taloja,850,33.6,Super built-up  Area,Ready To Move,2,BHK,Apartment
1226,Dahisar East,230,36.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1227,Bandra East,405,141.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1228,Kalyan West,760,40.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1229,Santosh Nagar,415,13.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
1230,Colaba,1000,250.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1231,Nalasopara East,625,28.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1232,Panvel,636,27.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1233,Ambernath East,675,27.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1234,Andheri East,225,43.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1235,Kandivali East,900,195.0,Built-up  Area,Ready To Move,2,BHK,Apartment
1236,Dombivali,550,52.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1237,Kandivali West,1650,321.0,Built-up  Area,Ready To Move,3,BHK,Apartment
1238,Naigaon West,650,29.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1239,Goregaon East,12600,3000.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1240,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1241,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1242,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1243,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1244,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1245,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1246,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1247,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1248,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1249,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1250,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1251,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1252,Andheri West,1601,20.0,Carpet  Area,Ready To Move,5,BHK,IndependentFloor
1253,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1254,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1255,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1256,Andheri West,651,20.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1257,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1258,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1259,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1260,Andheri West,651,20.0,Plot  Area,Not Ready Yet,1,BHK,Apartment
1261,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1262,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1263,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1264,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1265,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1266,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1267,Andheri West,651,20.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1268,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1269,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1270,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1271,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1272,Andheri West,651,20.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1273,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1274,Andheri West,651,20.0,Built-up  Area,Ready To Move,1,BHK,Apartment
1275,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1276,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1277,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1278,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1279,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1280,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1281,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1282,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1283,Airoli,700,14.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1284,Andheri West,1601,20.0,Super built-up  Area,Not Ready Yet,5,BHK,IndependentFloor
1285,Badlapur West,640,22.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
1286,Thane West,660,78.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1287,Thane West,1000,120.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
1288,Dombivali East,858,56.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1289,Malad West,548,114.99999999999999,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
1290,Kandivali West,370,43.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
1291,Malad East,660,158.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1292,Mulund West,660,160.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1293,Kandivali West,530,95.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1294,Ulwe,600,30.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1295,Ulwe,350,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1296,Santacruz East,394,90.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1297,Goregaon East,12600,3000.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1298,Thane West,1200,150.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
1299,Mira Road East,4200,430.0,Built-up  Area,Ready To Move,5,BHK,IndependentHouse
1300,Kandivali West,771,175.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1301,Kandivali West,771,175.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1302,Kandivali West,771,175.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1303,Kandivali West,771,175.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
1304,Kandivali West,771,175.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
1305,Andheri West,1600,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1306,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
1307,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1308,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
1309,Andheri West,1601,20.0,Built-up  Area,Ready To Move,5,BHK,IndependentFloor
1310,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
